part_sku,location_id,date,quantity_on_hand,quantity_reserved,quantity_available,reorder_point,reorder_quantity,last_replenishment_date,days_since_replenishment
SKU_CLG_001,LOC_001,14-08-2023,13,1,12,20,219,20-07-2023,25
SKU_CLG_001,LOC_002,14-08-2023,21,2,19,20,189,28-07-2023,17
SKU_CLG_001,LOC_003,14-08-2023,33,2,31,20,144,10-08-2023,4
SKU_CLG_001,LOC_004,14-08-2023,81,5,76,20,111,27-07-2023,18
SKU_CLG_001,LOC_005,14-08-2023,109,15,94,20,181,31-07-2023,14
SKU_WPR_001,LOC_001,14-08-2023,290,40,250,16,117,23-07-2023,22
SKU_WPR_001,LOC_002,14-08-2023,195,18,177,16,111,20-07-2023,25
SKU_WPR_001,LOC_003,14-08-2023,112,15,97,16,225,21-07-2023,24
SKU_WPR_001,LOC_004,14-08-2023,246,24,222,16,115,24-07-2023,21
SKU_WPR_001,LOC_005,14-08-2023,63,5,58,16,150,31-07-2023,14
SKU_CLT_001,LOC_001,14-08-2023,124,13,111,3,62,18-07-2023,27
SKU_CLT_001,LOC_002,14-08-2023,101,11,90,3,149,13-08-2023,1
SKU_CLT_001,LOC_003,14-08-2023,117,15,102,3,68,18-07-2023,27
SKU_CLT_001,LOC_004,14-08-2023,96,5,91,3,107,25-07-2023,20
SKU_CLT_001,LOC_005,14-08-2023,87,12,75,3,136,20-07-2023,25
SKU_BRK_001,LOC_001,21-08-2023,35,2,33,26,271,14-08-2023,7
SKU_BRK_001,LOC_002,21-08-2023,121,10,111,26,165,05-08-2023,16
SKU_BRK_001,LOC_003,21-08-2023,40,3,37,26,220,16-08-2023,5
SKU_BRK_001,LOC_004,21-08-2023,32,2,30,26,257,12-08-2023,9
SKU_BRK_001,LOC_005,21-08-2023,57,5,52,26,231,01-08-2023,20
SKU_BRK_002,LOC_001,21-08-2023,14,1,13,7,101,02-08-2023,19
SKU_BRK_002,LOC_002,21-08-2023,51,7,44,7,103,02-08-2023,19
SKU_BRK_002,LOC_003,21-08-2023,38,3,35,7,61,07-08-2023,14
SKU_BRK_002,LOC_004,21-08-2023,101,10,91,7,55,15-08-2023,6
SKU_BRK_002,LOC_005,21-08-2023,56,4,52,7,108,01-08-2023,20
SKU_ENG_001,LOC_001,21-08-2023,97,8,89,39,140,02-08-2023,19
SKU_ENG_001,LOC_002,21-08-2023,194,18,176,39,194,19-08-2023,2
SKU_ENG_001,LOC_003,21-08-2023,60,8,52,39,296,31-07-2023,21
SKU_ENG_001,LOC_004,21-08-2023,263,15,248,39,228,20-08-2023,1
SKU_ENG_001,LOC_005,21-08-2023,54,5,49,39,146,29-07-2023,23
SKU_ENG_002,LOC_001,21-08-2023,81,4,77,26,264,14-08-2023,7
SKU_ENG_002,LOC_002,21-08-2023,118,16,102,26,251,06-08-2023,15
SKU_ENG_002,LOC_003,21-08-2023,138,8,130,26,290,04-08-2023,17
SKU_ENG_002,LOC_004,21-08-2023,320,36,284,26,232,04-08-2023,17
SKU_ENG_002,LOC_005,21-08-2023,81,9,72,26,106,20-08-2023,1
SKU_SUS_001,LOC_001,21-08-2023,105,5,100,5,51,02-08-2023,19
SKU_SUS_001,LOC_002,21-08-2023,112,14,98,5,87,03-08-2023,18
SKU_SUS_001,LOC_003,21-08-2023,73,9,64,5,73,06-08-2023,15
SKU_SUS_001,LOC_004,21-08-2023,115,11,104,5,86,29-07-2023,23
SKU_SUS_001,LOC_005,21-08-2023,118,6,112,5,64,10-08-2023,11
SKU_ELC_001,LOC_001,21-08-2023,211,15,196,25,247,17-08-2023,4
SKU_ELC_001,LOC_002,21-08-2023,46,5,41,25,232,13-08-2023,8
SKU_ELC_001,LOC_003,21-08-2023,137,7,130,25,246,10-08-2023,11
SKU_ELC_001,LOC_004,21-08-2023,140,10,130,25,183,11-08-2023,10
SKU_ELC_001,LOC_005,21-08-2023,114,16,98,25,149,17-08-2023,4
SKU_ELC_002,LOC_001,21-08-2023,130,15,115,24,120,10-08-2023,11
SKU_ELC_002,LOC_002,21-08-2023,127,12,115,24,246,17-08-2023,4
SKU_ELC_002,LOC_003,21-08-2023,216,24,192,24,185,29-07-2023,23
SKU_ELC_002,LOC_004,21-08-2023,86,11,75,24,106,31-07-2023,21
SKU_ELC_002,LOC_005,21-08-2023,106,10,96,24,211,13-08-2023,8
SKU_CLG_001,LOC_001,21-08-2023,299,27,272,20,153,23-07-2023,29
SKU_CLG_001,LOC_002,21-08-2023,212,14,198,20,185,31-07-2023,21
SKU_CLG_001,LOC_003,21-08-2023,29,2,27,20,264,11-08-2023,10
SKU_CLG_001,LOC_004,21-08-2023,71,10,61,20,251,30-07-2023,22
SKU_CLG_001,LOC_005,21-08-2023,113,9,104,20,235,07-08-2023,14
SKU_WPR_001,LOC_001,21-08-2023,286,23,263,16,283,30-07-2023,22
SKU_WPR_001,LOC_002,21-08-2023,198,14,184,16,210,18-08-2023,3
SKU_WPR_001,LOC_003,21-08-2023,123,11,112,16,297,11-08-2023,10
SKU_WPR_001,LOC_004,21-08-2023,232,19,213,16,286,11-08-2023,10
SKU_WPR_001,LOC_005,21-08-2023,76,7,69,16,150,31-07-2023,21
SKU_CLT_001,LOC_001,21-08-2023,100,6,94,3,81,08-08-2023,13
SKU_CLT_001,LOC_002,21-08-2023,107,12,95,3,65,23-07-2023,29
SKU_CLT_001,LOC_003,21-08-2023,112,5,107,3,77,17-08-2023,4
SKU_CLT_001,LOC_004,21-08-2023,96,13,83,3,130,22-07-2023,30
SKU_CLT_001,LOC_005,21-08-2023,113,9,104,3,93,31-07-2023,21
SKU_BRK_001,LOC_001,28-08-2023,251,24,227,26,288,10-08-2023,18
SKU_BRK_001,LOC_002,28-08-2023,108,9,99,26,149,02-08-2023,26
SKU_BRK_001,LOC_003,28-08-2023,46,6,40,26,200,24-08-2023,4
SKU_BRK_001,LOC_004,28-08-2023,48,6,42,26,201,29-07-2023,30
SKU_BRK_001,LOC_005,28-08-2023,67,6,61,26,234,10-08-2023,18
SKU_BRK_002,LOC_001,28-08-2023,0,0,0,7,75,20-08-2023,8
SKU_BRK_002,LOC_002,28-08-2023,56,6,50,7,105,25-08-2023,3
SKU_BRK_002,LOC_003,28-08-2023,33,2,31,7,120,22-08-2023,6
SKU_BRK_002,LOC_004,28-08-2023,97,11,86,7,79,06-08-2023,22
SKU_BRK_002,LOC_005,28-08-2023,70,9,61,7,101,24-08-2023,4
SKU_ENG_001,LOC_001,28-08-2023,123,6,117,39,121,08-08-2023,20
SKU_ENG_001,LOC_002,28-08-2023,194,20,174,39,272,31-07-2023,28
SKU_ENG_001,LOC_003,28-08-2023,32,3,29,39,126,24-08-2023,4
SKU_ENG_001,LOC_004,28-08-2023,271,18,253,39,131,08-08-2023,20
SKU_ENG_001,LOC_005,28-08-2023,61,5,56,39,167,06-08-2023,22
SKU_ENG_002,LOC_001,28-08-2023,59,8,51,26,143,20-08-2023,8
SKU_ENG_002,LOC_002,28-08-2023,133,10,123,26,269,08-08-2023,20
SKU_ENG_002,LOC_003,28-08-2023,152,15,137,26,192,21-08-2023,7
SKU_ENG_002,LOC_004,28-08-2023,305,30,275,26,192,29-07-2023,30
SKU_ENG_002,LOC_005,28-08-2023,101,13,88,26,177,02-08-2023,26
SKU_SUS_001,LOC_001,28-08-2023,113,9,104,5,57,24-08-2023,4
SKU_SUS_001,LOC_002,28-08-2023,105,10,95,5,117,20-08-2023,8
SKU_SUS_001,LOC_003,28-08-2023,86,4,82,5,87,06-08-2023,22
SKU_SUS_001,LOC_004,28-08-2023,120,12,108,5,76,13-08-2023,15
SKU_SUS_001,LOC_005,28-08-2023,85,7,78,5,144,13-08-2023,15
SKU_ELC_001,LOC_001,28-08-2023,221,26,195,25,163,06-08-2023,22
SKU_ELC_001,LOC_002,28-08-2023,60,4,56,25,154,09-08-2023,19
SKU_ELC_001,LOC_003,28-08-2023,109,11,98,25,153,18-08-2023,10
SKU_ELC_001,LOC_004,28-08-2023,155,14,141,25,245,21-08-2023,7
SKU_ELC_001,LOC_005,28-08-2023,103,13,90,25,105,20-08-2023,8
SKU_ELC_002,LOC_001,28-08-2023,126,16,110,24,217,14-08-2023,14
SKU_ELC_002,LOC_002,28-08-2023,120,8,112,24,211,04-08-2023,24
SKU_ELC_002,LOC_003,28-08-2023,214,20,194,24,151,02-08-2023,26
SKU_ELC_002,LOC_004,28-08-2023,105,15,90,24,147,17-08-2023,11
SKU_ELC_002,LOC_005,28-08-2023,75,4,71,24,193,22-08-2023,6
SKU_CLG_001,LOC_001,28-08-2023,326,34,292,20,259,24-08-2023,4
SKU_CLG_001,LOC_002,28-08-2023,190,18,172,20,249,21-08-2023,7
SKU_CLG_001,LOC_003,28-08-2023,291,20,271,20,275,16-08-2023,12
SKU_CLG_001,LOC_004,28-08-2023,73,7,66,20,294,06-08-2023,22
SKU_CLG_001,LOC_005,28-08-2023,93,12,81,20,139,14-08-2023,14
SKU_WPR_001,LOC_001,28-08-2023,240,16,224,16,290,23-08-2023,5
SKU_WPR_001,LOC_002,28-08-2023,162,17,145,16,264,01-08-2023,27
SKU_WPR_001,LOC_003,28-08-2023,122,11,111,16,133,31-07-2023,28
SKU_WPR_001,LOC_004,28-08-2023,249,20,229,16,163,25-08-2023,3
SKU_WPR_001,LOC_005,28-08-2023,78,7,71,16,294,26-08-2023,2
SKU_CLT_001,LOC_001,28-08-2023,92,8,84,3,148,18-08-2023,10
SKU_CLT_001,LOC_002,28-08-2023,101,13,88,3,129,01-08-2023,27
SKU_CLT_001,LOC_003,28-08-2023,145,10,135,3,143,07-08-2023,21
SKU_CLT_001,LOC_004,28-08-2023,125,17,108,3,59,02-08-2023,26
SKU_CLT_001,LOC_005,28-08-2023,88,9,79,3,92,20-08-2023,8
SKU_BRK_001,LOC_001,04-09-2023,239,17,222,26,168,15-08-2023,20
SKU_BRK_001,LOC_002,04-09-2023,63,8,55,26,299,20-08-2023,15
SKU_BRK_001,LOC_003,04-09-2023,22,2,20,26,204,19-08-2023,16
SKU_BRK_001,LOC_004,04-09-2023,33,2,31,26,210,27-08-2023,8
SKU_BRK_001,LOC_005,04-09-2023,66,5,61,26,147,17-08-2023,18
SKU_BRK_002,LOC_001,04-09-2023,2,0,2,7,88,12-08-2023,23
SKU_BRK_002,LOC_002,04-09-2023,59,4,55,7,72,27-08-2023,8
SKU_BRK_002,LOC_003,04-09-2023,30,2,28,7,80,01-09-2023,3
SKU_BRK_002,LOC_004,04-09-2023,91,11,80,7,142,08-08-2023,27
SKU_BRK_002,LOC_005,04-09-2023,91,9,82,7,103,12-08-2023,23
SKU_ENG_001,LOC_001,04-09-2023,83,10,73,39,208,21-08-2023,14
SKU_ENG_001,LOC_002,04-09-2023,177,11,166,39,107,13-08-2023,22
SKU_ENG_001,LOC_003,04-09-2023,37,3,34,39,292,01-09-2023,3
SKU_ENG_001,LOC_004,04-09-2023,234,27,207,39,170,12-08-2023,23
SKU_ENG_001,LOC_005,04-09-2023,51,7,44,39,156,26-08-2023,9
SKU_ENG_002,LOC_001,04-09-2023,69,8,61,26,297,24-08-2023,11
SKU_ENG_002,LOC_002,04-09-2023,115,13,102,26,205,18-08-2023,17
SKU_ENG_002,LOC_003,04-09-2023,161,11,150,26,101,13-08-2023,22
SKU_ENG_002,LOC_004,04-09-2023,303,33,270,26,234,28-08-2023,7
SKU_ENG_002,LOC_005,04-09-2023,94,9,85,26,146,05-08-2023,30
SKU_SUS_001,LOC_001,04-09-2023,129,16,113,5,55,16-08-2023,19
SKU_SUS_001,LOC_002,04-09-2023,132,15,117,5,53,27-08-2023,8
SKU_SUS_001,LOC_003,04-09-2023,98,13,85,5,141,25-08-2023,10
SKU_SUS_001,LOC_004,04-09-2023,110,14,96,5,111,03-09-2023,1
SKU_SUS_001,LOC_005,04-09-2023,95,11,84,5,81,20-08-2023,15
SKU_ELC_001,LOC_001,04-09-2023,213,14,199,25,165,31-08-2023,4
SKU_ELC_001,LOC_002,04-09-2023,68,9,59,25,243,13-08-2023,22
SKU_ELC_001,LOC_003,04-09-2023,130,12,118,25,279,24-08-2023,11
SKU_ELC_001,LOC_004,04-09-2023,159,16,143,25,288,02-09-2023,2
SKU_ELC_001,LOC_005,04-09-2023,79,9,70,25,196,30-08-2023,5
SKU_ELC_002,LOC_001,04-09-2023,93,7,86,24,231,09-08-2023,26
SKU_ELC_002,LOC_002,04-09-2023,101,11,90,24,240,31-08-2023,4
SKU_ELC_002,LOC_003,04-09-2023,220,12,208,24,250,07-08-2023,28
SKU_ELC_002,LOC_004,04-09-2023,102,7,95,24,141,14-08-2023,21
SKU_ELC_002,LOC_005,04-09-2023,83,7,76,24,165,26-08-2023,9
SKU_CLG_001,LOC_001,04-09-2023,293,21,272,20,102,24-08-2023,11
SKU_CLG_001,LOC_002,04-09-2023,197,10,187,20,213,05-08-2023,30
SKU_CLG_001,LOC_003,04-09-2023,310,26,284,20,283,12-08-2023,23
SKU_CLG_001,LOC_004,04-09-2023,75,5,70,20,100,10-08-2023,25
SKU_CLG_001,LOC_005,04-09-2023,81,7,74,20,202,28-08-2023,7
SKU_WPR_001,LOC_001,04-09-2023,263,20,243,16,299,29-08-2023,6
SKU_WPR_001,LOC_002,04-09-2023,144,13,131,16,167,02-09-2023,2
SKU_WPR_001,LOC_003,04-09-2023,107,5,102,16,209,15-08-2023,20
SKU_WPR_001,LOC_004,04-09-2023,226,27,199,16,255,05-08-2023,30
SKU_WPR_001,LOC_005,04-09-2023,70,6,64,16,160,14-08-2023,21
SKU_CLT_001,LOC_001,04-09-2023,98,9,89,3,67,15-08-2023,20
SKU_CLT_001,LOC_002,04-09-2023,76,10,66,3,83,01-09-2023,3
SKU_CLT_001,LOC_003,04-09-2023,119,11,108,3,118,09-08-2023,26
SKU_CLT_001,LOC_004,04-09-2023,127,8,119,3,136,27-08-2023,8
SKU_CLT_001,LOC_005,04-09-2023,82,4,78,3,78,12-08-2023,23
SKU_BRK_001,LOC_001,11-09-2023,216,11,205,26,151,30-08-2023,12
SKU_BRK_001,LOC_002,11-09-2023,91,7,84,26,204,04-09-2023,7
SKU_BRK_001,LOC_003,11-09-2023,5,0,5,26,178,23-08-2023,19
SKU_BRK_001,LOC_004,11-09-2023,192,24,168,26,270,02-09-2023,9
SKU_BRK_001,LOC_005,11-09-2023,45,5,40,26,198,27-08-2023,15
SKU_BRK_002,LOC_001,11-09-2023,23,2,21,7,51,13-08-2023,29
SKU_BRK_002,LOC_002,11-09-2023,79,10,69,7,143,23-08-2023,19
SKU_BRK_002,LOC_003,11-09-2023,53,2,51,7,81,14-08-2023,28
SKU_BRK_002,LOC_004,11-09-2023,69,3,66,7,111,17-08-2023,25
SKU_BRK_002,LOC_005,11-09-2023,64,4,60,7,117,03-09-2023,8
SKU_ENG_001,LOC_001,11-09-2023,68,6,62,39,279,30-08-2023,12
SKU_ENG_001,LOC_002,11-09-2023,193,11,182,39,283,14-08-2023,28
SKU_ENG_001,LOC_003,11-09-2023,246,28,218,39,266,09-09-2023,2
SKU_ENG_001,LOC_004,11-09-2023,263,18,245,39,297,20-08-2023,22
SKU_ENG_001,LOC_005,11-09-2023,239,21,218,39,140,25-08-2023,17
SKU_ENG_002,LOC_001,11-09-2023,44,3,41,26,269,27-08-2023,15
SKU_ENG_002,LOC_002,11-09-2023,104,14,90,26,123,18-08-2023,24
SKU_ENG_002,LOC_003,11-09-2023,136,14,122,26,138,05-09-2023,6
SKU_ENG_002,LOC_004,11-09-2023,276,22,254,26,241,26-08-2023,16
SKU_ENG_002,LOC_005,11-09-2023,105,6,99,26,113,14-08-2023,28
SKU_SUS_001,LOC_001,11-09-2023,98,8,90,5,84,17-08-2023,25
SKU_SUS_001,LOC_002,11-09-2023,103,5,98,5,66,12-08-2023,30
SKU_SUS_001,LOC_003,11-09-2023,98,13,85,5,107,27-08-2023,15
SKU_SUS_001,LOC_004,11-09-2023,104,9,95,5,51,24-08-2023,18
SKU_SUS_001,LOC_005,11-09-2023,109,9,100,5,134,06-09-2023,5
SKU_ELC_001,LOC_001,11-09-2023,198,16,182,25,240,13-08-2023,29
SKU_ELC_001,LOC_002,11-09-2023,34,1,33,25,289,19-08-2023,23
SKU_ELC_001,LOC_003,11-09-2023,131,10,121,25,158,30-08-2023,12
SKU_ELC_001,LOC_004,11-09-2023,149,13,136,25,187,05-09-2023,6
SKU_ELC_001,LOC_005,11-09-2023,98,10,88,25,273,30-08-2023,12
SKU_ELC_002,LOC_001,11-09-2023,115,15,100,24,268,09-09-2023,2
SKU_ELC_002,LOC_002,11-09-2023,85,6,79,24,232,15-08-2023,27
SKU_ELC_002,LOC_003,11-09-2023,210,13,197,24,104,04-09-2023,7
SKU_ELC_002,LOC_004,11-09-2023,106,12,94,24,197,26-08-2023,16
SKU_ELC_002,LOC_005,11-09-2023,101,13,88,24,257,09-09-2023,2
SKU_CLG_001,LOC_001,11-09-2023,283,19,264,20,158,25-08-2023,17
SKU_CLG_001,LOC_002,11-09-2023,185,20,165,20,181,05-09-2023,6
SKU_CLG_001,LOC_003,11-09-2023,316,40,276,20,279,31-08-2023,11
SKU_CLG_001,LOC_004,11-09-2023,71,6,65,20,197,13-08-2023,29
SKU_CLG_001,LOC_005,11-09-2023,113,11,102,20,249,03-09-2023,8
SKU_WPR_001,LOC_001,11-09-2023,252,24,228,16,222,14-08-2023,28
SKU_WPR_001,LOC_002,11-09-2023,158,10,148,16,105,19-08-2023,23
SKU_WPR_001,LOC_003,11-09-2023,87,4,83,16,207,04-09-2023,7
SKU_WPR_001,LOC_004,11-09-2023,225,18,207,16,190,09-09-2023,2
SKU_WPR_001,LOC_005,11-09-2023,70,8,62,16,223,25-08-2023,17
SKU_CLT_001,LOC_001,11-09-2023,117,11,106,3,110,09-09-2023,2
SKU_CLT_001,LOC_002,11-09-2023,77,10,67,3,102,31-08-2023,11
SKU_CLT_001,LOC_003,11-09-2023,118,8,110,3,102,10-09-2023,1
SKU_CLT_001,LOC_004,11-09-2023,97,5,92,3,133,13-08-2023,29
SKU_CLT_001,LOC_005,11-09-2023,102,9,93,3,52,30-08-2023,12
SKU_BRK_001,LOC_001,18-09-2023,236,25,211,26,185,28-08-2023,21
SKU_BRK_001,LOC_002,18-09-2023,60,4,56,26,234,05-09-2023,13
SKU_BRK_001,LOC_003,18-09-2023,149,10,139,26,139,04-09-2023,14
SKU_BRK_001,LOC_004,18-09-2023,171,11,160,26,217,09-09-2023,9
SKU_BRK_001,LOC_005,18-09-2023,52,5,47,26,144,26-08-2023,23
SKU_BRK_002,LOC_001,18-09-2023,28,2,26,7,51,12-09-2023,6
SKU_BRK_002,LOC_002,18-09-2023,82,8,74,7,120,12-09-2023,6
SKU_BRK_002,LOC_003,18-09-2023,64,8,56,7,81,19-08-2023,30
SKU_BRK_002,LOC_004,18-09-2023,83,5,78,7,59,29-08-2023,20
SKU_BRK_002,LOC_005,18-09-2023,66,6,60,7,81,05-09-2023,13
SKU_ENG_001,LOC_001,18-09-2023,56,3,53,39,182,31-08-2023,18
SKU_ENG_001,LOC_002,18-09-2023,183,20,163,39,291,11-09-2023,7
SKU_ENG_001,LOC_003,18-09-2023,251,29,222,39,292,05-09-2023,13
SKU_ENG_001,LOC_004,18-09-2023,232,15,217,39,110,11-09-2023,7
SKU_ENG_001,LOC_005,18-09-2023,237,16,221,39,226,21-08-2023,28
SKU_ENG_002,LOC_001,18-09-2023,30,3,27,26,150,23-08-2023,26
SKU_ENG_002,LOC_002,18-09-2023,96,12,84,26,221,22-08-2023,27
SKU_ENG_002,LOC_003,18-09-2023,127,18,109,26,180,26-08-2023,23
SKU_ENG_002,LOC_004,18-09-2023,305,25,280,26,145,03-09-2023,15
SKU_ENG_002,LOC_005,18-09-2023,70,7,63,26,181,19-08-2023,30
SKU_SUS_001,LOC_001,18-09-2023,106,9,97,5,70,25-08-2023,24
SKU_SUS_001,LOC_002,18-09-2023,109,14,95,5,120,02-09-2023,16
SKU_SUS_001,LOC_003,18-09-2023,69,9,60,5,91,19-08-2023,30
SKU_SUS_001,LOC_004,18-09-2023,132,17,115,5,95,08-09-2023,10
SKU_SUS_001,LOC_005,18-09-2023,93,5,88,5,149,22-08-2023,27
SKU_ELC_001,LOC_001,18-09-2023,179,21,158,25,180,04-09-2023,14
SKU_ELC_001,LOC_002,18-09-2023,66,9,57,25,220,02-09-2023,16
SKU_ELC_001,LOC_003,18-09-2023,116,6,110,25,118,01-09-2023,17
SKU_ELC_001,LOC_004,18-09-2023,139,20,119,25,165,19-08-2023,30
SKU_ELC_001,LOC_005,18-09-2023,85,8,77,25,143,17-09-2023,1
SKU_ELC_002,LOC_001,18-09-2023,83,11,72,24,196,09-09-2023,9
SKU_ELC_002,LOC_002,18-09-2023,102,7,95,24,216,02-09-2023,16
SKU_ELC_002,LOC_003,18-09-2023,220,28,192,24,265,15-09-2023,3
SKU_ELC_002,LOC_004,18-09-2023,98,10,88,24,279,04-09-2023,14
SKU_ELC_002,LOC_005,18-09-2023,89,10,79,24,125,16-09-2023,2
SKU_CLG_001,LOC_001,18-09-2023,281,40,241,20,193,17-09-2023,1
SKU_CLG_001,LOC_002,18-09-2023,197,29,168,20,249,24-08-2023,25
SKU_CLG_001,LOC_003,18-09-2023,299,35,264,20,264,04-09-2023,14
SKU_CLG_001,LOC_004,18-09-2023,85,12,73,20,114,05-09-2023,13
SKU_CLG_001,LOC_005,18-09-2023,120,11,109,20,156,10-09-2023,8
SKU_WPR_001,LOC_001,18-09-2023,222,13,209,16,273,15-09-2023,3
SKU_WPR_001,LOC_002,18-09-2023,135,11,124,16,251,17-09-2023,1
SKU_WPR_001,LOC_003,18-09-2023,64,7,57,16,287,25-08-2023,24
SKU_WPR_001,LOC_004,18-09-2023,239,24,215,16,204,08-09-2023,10
SKU_WPR_001,LOC_005,18-09-2023,79,5,74,16,197,27-08-2023,22
SKU_CLT_001,LOC_001,18-09-2023,121,12,109,3,105,04-09-2023,14
SKU_CLT_001,LOC_002,18-09-2023,83,11,72,3,51,10-09-2023,8
SKU_CLT_001,LOC_003,18-09-2023,138,11,127,3,53,23-08-2023,26
SKU_CLT_001,LOC_004,18-09-2023,111,12,99,3,137,17-09-2023,1
SKU_CLT_001,LOC_005,18-09-2023,81,10,71,3,96,01-09-2023,17
SKU_BRK_001,LOC_001,25-09-2023,210,21,189,26,153,29-08-2023,27
SKU_BRK_001,LOC_002,25-09-2023,78,7,71,26,162,27-08-2023,29
SKU_BRK_001,LOC_003,25-09-2023,134,18,116,26,189,18-09-2023,7
SKU_BRK_001,LOC_004,25-09-2023,200,14,186,26,225,20-09-2023,5
SKU_BRK_001,LOC_005,25-09-2023,69,6,63,26,158,07-09-2023,18
SKU_BRK_002,LOC_001,25-09-2023,78,3,75,7,66,30-08-2023,26
SKU_BRK_002,LOC_002,25-09-2023,79,8,71,7,146,29-08-2023,27
SKU_BRK_002,LOC_003,25-09-2023,40,2,38,7,148,16-09-2023,9
SKU_BRK_002,LOC_004,25-09-2023,89,11,78,7,54,05-09-2023,20
SKU_BRK_002,LOC_005,25-09-2023,83,4,79,7,55,22-09-2023,3
SKU_ENG_001,LOC_001,25-09-2023,65,4,61,39,200,31-08-2023,25
SKU_ENG_001,LOC_002,25-09-2023,193,24,169,39,276,16-09-2023,9
SKU_ENG_001,LOC_003,25-09-2023,225,20,205,39,129,29-08-2023,27
SKU_ENG_001,LOC_004,25-09-2023,246,33,213,39,181,24-09-2023,1
SKU_ENG_001,LOC_005,25-09-2023,263,34,229,39,101,22-09-2023,3
SKU_ENG_002,LOC_001,25-09-2023,39,5,34,26,182,18-09-2023,7
SKU_ENG_002,LOC_002,25-09-2023,90,12,78,26,235,18-09-2023,7
SKU_ENG_002,LOC_003,25-09-2023,137,14,123,26,235,12-09-2023,13
SKU_ENG_002,LOC_004,25-09-2023,295,17,278,26,292,18-09-2023,7
SKU_ENG_002,LOC_005,25-09-2023,68,9,59,26,275,20-09-2023,5
SKU_SUS_001,LOC_001,25-09-2023,118,15,103,5,109,23-09-2023,2
SKU_SUS_001,LOC_002,25-09-2023,124,12,112,5,59,07-09-2023,18
SKU_SUS_001,LOC_003,25-09-2023,92,6,86,5,148,27-08-2023,29
SKU_SUS_001,LOC_004,25-09-2023,119,8,111,5,84,18-09-2023,7
SKU_SUS_001,LOC_005,25-09-2023,97,7,90,5,53,28-08-2023,28
SKU_ELC_001,LOC_001,25-09-2023,196,20,176,25,264,12-09-2023,13
SKU_ELC_001,LOC_002,25-09-2023,36,5,31,25,108,17-09-2023,8
SKU_ELC_001,LOC_003,25-09-2023,118,9,109,25,297,03-09-2023,22
SKU_ELC_001,LOC_004,25-09-2023,138,15,123,25,131,14-09-2023,11
SKU_ELC_001,LOC_005,25-09-2023,86,4,82,25,192,11-09-2023,14
SKU_ELC_002,LOC_001,25-09-2023,99,10,89,24,195,02-09-2023,23
SKU_ELC_002,LOC_002,25-09-2023,80,9,71,24,291,13-09-2023,12
SKU_ELC_002,LOC_003,25-09-2023,215,16,199,24,102,10-09-2023,15
SKU_ELC_002,LOC_004,25-09-2023,102,15,87,24,169,10-09-2023,15
SKU_ELC_002,LOC_005,25-09-2023,82,4,78,24,180,28-08-2023,28
SKU_CLG_001,LOC_001,25-09-2023,283,40,243,20,293,16-09-2023,9
SKU_CLG_001,LOC_002,25-09-2023,182,11,171,20,226,21-09-2023,4
SKU_CLG_001,LOC_003,25-09-2023,281,39,242,20,187,15-09-2023,10
SKU_CLG_001,LOC_004,25-09-2023,84,5,79,20,107,08-09-2023,17
SKU_CLG_001,LOC_005,25-09-2023,90,4,86,20,239,08-09-2023,17
SKU_WPR_001,LOC_001,25-09-2023,217,16,201,16,273,21-09-2023,4
SKU_WPR_001,LOC_002,25-09-2023,142,15,127,16,143,09-09-2023,16
SKU_WPR_001,LOC_003,25-09-2023,80,7,73,16,245,04-09-2023,21
SKU_WPR_001,LOC_004,25-09-2023,249,36,213,16,133,18-09-2023,7
SKU_WPR_001,LOC_005,25-09-2023,59,8,51,16,276,29-08-2023,27
SKU_CLT_001,LOC_001,25-09-2023,88,6,82,3,66,18-09-2023,7
SKU_CLT_001,LOC_002,25-09-2023,82,7,75,3,78,04-09-2023,21
SKU_CLT_001,LOC_003,25-09-2023,138,8,130,3,99,15-09-2023,10
SKU_CLT_001,LOC_004,25-09-2023,128,15,113,3,78,23-09-2023,2
SKU_CLT_001,LOC_005,25-09-2023,101,15,86,3,98,11-09-2023,14
SKU_BRK_001,LOC_001,02-10-2023,160,16,144,26,278,27-09-2023,5
SKU_BRK_001,LOC_002,02-10-2023,55,3,52,26,264,11-09-2023,21
SKU_BRK_001,LOC_003,02-10-2023,113,6,107,26,141,17-09-2023,15
SKU_BRK_001,LOC_004,02-10-2023,192,14,178,26,103,03-09-2023,29
SKU_BRK_001,LOC_005,02-10-2023,48,6,42,26,293,13-09-2023,19
SKU_BRK_002,LOC_001,02-10-2023,90,8,82,7,92,01-10-2023,1
SKU_BRK_002,LOC_002,02-10-2023,77,5,72,7,72,07-09-2023,25
SKU_BRK_002,LOC_003,02-10-2023,48,6,42,7,104,03-09-2023,29
SKU_BRK_002,LOC_004,02-10-2023,101,11,90,7,55,28-09-2023,4
SKU_BRK_002,LOC_005,02-10-2023,78,4,74,7,138,25-09-2023,7
SKU_ENG_001,LOC_001,02-10-2023,64,8,56,39,265,24-09-2023,8
SKU_ENG_001,LOC_002,02-10-2023,181,14,167,39,238,22-09-2023,10
SKU_ENG_001,LOC_003,02-10-2023,197,16,181,39,264,07-09-2023,25
SKU_ENG_001,LOC_004,02-10-2023,215,12,203,39,257,26-09-2023,6
SKU_ENG_001,LOC_005,02-10-2023,232,33,199,39,138,02-09-2023,30
SKU_ENG_002,LOC_001,02-10-2023,48,4,44,26,202,14-09-2023,18
